Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
100,Gary Clark\clarkga01,PF-SF,26,TOT,39,11,654,2.2,7.3,.303,1.7,5.9,.287,0.5,1.3,.375,0.4,0.6,.800,1.8,4.5,6.3,1.7,0.7,0.4,0.9,1.9,6.6
100,Gary Clark\clarkga01,SF,26,ORL,35,11,637,2.3,7.4,.305,1.8,6.1,.287,0.5,1.3,.391,0.5,0.6,.800,1.9,4.5,6.3,1.7,0.7,0.4,1.0,1.9,6.7
100,Gary Clark\clarkga01,SF,26,DEN,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Gary Clark\clarkga01,PF,26,PHI,2,0,13,0.0,2.8,.000,0.0,0.0,,0.0,2.8,.000,0.0,0.0,,0.0,5.5,5.5,2.8,2.8,0.0,0.0,2.8,0.0
101,Brandon Clarke\clarkbr01,PF,24,MEM,59,16,1415,6.5,12.6,.517,0.5,2.0,.260,6.0,10.6,.565,2.0,2.9,.690,2.5,5.9,8.3,2.4,1.5,1.3,0.8,2.1,15.5
102,Jordan Clarkson\clarkjo01,SG,28,UTA,68,1,1818,9.0,21.3,.425,4.1,11.9,.347,4.9,9.4,.523,2.6,2.9,.896,0.9,4.5,5.4,3.3,1.2,0.2,2.3,2.2,24.8
103,Nic Claxton\claxtni01,C,21,BRK,32,1,594,5.5,8.8,.621,0.1,0.3,.200,5.4,8.5,.636,1.9,3.9,.484,2.6,7.5,10.1,1.7,1.4,2.4,1.1,4.1,12.8
104,Amir Coffey\coffeam01,SG,23,LAC,44,1,394,4.1,9.4,.437,2.1,5.1,.411,2.0,4.3,.468,2.5,3.5,.711,0.9,3.1,4.0,2.0,0.9,0.0,1.4,2.7,12.8
105,John Collins\collijo01,PF,23,ATL,63,63,1848,8.4,15.0,.556,1.6,4.1,.399,6.7,11.0,.615,3.3,4.0,.833,2.3,6.8,9.1,1.5,0.7,1.2,1.6,3.8,21.6
106,Mike Conley\conlemi01,PG,33,UTA,51,51,1498,6.8,15.4,.444,3.3,8.1,.412,3.5,7.3,.479,2.9,3.4,.852,0.9,3.4,4.3,7.3,1.7,0.2,2.4,2.4,19.9
107,Pat Connaughton\connapa01,SG,28,MIL,69,4,1575,3.8,8.8,.434,2.3,6.2,.371,1.5,2.6,.583,0.7,0.9,.775,1.4,6.1,7.6,1.9,1.1,0.5,0.8,2.3,10.7
108,Quinn Cook\cookqu01,PG,27,TOT,23,0,157,6.6,15.6,.426,2.5,6.0,.423,4.1,9.6,.429,1.6,1.8,.875,0.5,3.4,3.9,4.1,0.9,0.2,1.6,2.3,17.4
108,Quinn Cook\cookqu01,PG,27,LAL,16,0,62,7.0,15.1,.462,2.9,7.5,.385,4.1,7.5,.538,2.3,2.9,.800,0.0,2.9,2.9,2.9,0.6,0.6,1.7,1.2,19.2
108,Quinn Cook\cookqu01,PG,27,CLE,7,0,95,6.4,15.9,.405,2.3,4.9,.462,4.2,11.0,.379,1.1,1.1,1.000,0.8,3.8,4.5,4.9,1.1,0.0,1.5,3.0,16.3
109,Tyler Cook\cookty01,SF-PF,23,TOT,32,1,438,5.7,8.5,.670,0.1,0.2,.500,5.6,8.3,.673,1.4,2.9,.486,2.3,5.5,7.8,1.4,0.7,0.2,1.7,2.9,12.8
109,Tyler Cook\cookty01,PF,23,BRK,4,0,17,2.1,6.4,.333,0.0,0.0,,2.1,6.4,.333,0.0,0.0,,2.1,2.1,4.2,4.2,0.0,0.0,2.1,4.2,4.2
109,Tyler Cook\cookty01,SF,23,DET,28,1,421,5.8,8.6,.680,0.1,0.2,.500,5.7,8.4,.684,1.5,3.0,.486,2.3,5.6,8.0,1.3,0.7,0.2,1.7,2.8,13.2
110,DeMarcus Cousins\couside01,C,30,TOT,41,11,713,6.6,15.4,.426,2.4,6.8,.348,4.2,8.6,.488,3.0,4.1,.728,2.7,10.6,13.3,3.8,1.7,1.2,3.2,5.4,18.5
110,DeMarcus Cousins\couside01,C,30,HOU,25,11,506,5.6,14.9,.376,2.8,8.3,.336,2.8,6.7,.426,3.1,4.2,.746,2.1,11.5,13.6,4.3,1.5,1.3,2.8,5.3,17.1
110,DeMarcus Cousins\couside01,C,30,LAC,16,0,207,8.9,16.5,.537,1.4,3.3,.421,7.5,13.2,.566,2.6,3.8,.682,4.0,8.5,12.5,2.8,2.3,1.0,4.3,5.7,21.7
111,Robert Covington\covinro01,PF,30,POR,70,70,2243,3.3,8.2,.401,2.2,5.7,.379,1.1,2.5,.451,0.8,1.0,.806,1.0,6.5,7.5,1.9,1.6,1.3,1.0,3.1,9.5
112,Torrey Craig\craigto01,SF,30,TOT,50,8,803,4.9,10.2,.480,1.7,4.8,.368,3.1,5.4,.579,0.8,1.0,.773,2.6,6.3,8.8,2.2,1.3,1.2,1.1,3.7,12.3
112,Torrey Craig\craigto01,SF,30,MIL,18,0,201,3.2,8.2,.391,1.4,3.9,.364,1.8,4.3,.417,0.2,0.4,.500,2.3,5.4,7.7,2.9,1.6,1.3,0.9,4.3,8.1
112,Torrey Craig\craigto01,SF,30,PHO,32,8,602,5.4,10.8,.503,1.9,5.0,.369,3.6,5.8,.619,1.0,1.2,.800,2.6,6.6,9.2,2.0,1.1,1.1,1.2,3.5,13.7
113,Jae Crowder\crowdja01,PF,30,PHO,60,42,1648,4.3,10.7,.404,3.2,8.3,.389,1.1,2.4,.455,1.2,1.6,.760,0.7,5.5,6.2,2.8,1.0,0.6,1.2,2.7,13.2
114,Jarrett Culver\culveja01,SG,21,MIN,34,7,499,5.0,12.1,.411,0.9,3.8,.245,4.0,8.3,.487,2.1,3.5,.604,2.5,5.1,7.5,1.7,1.2,0.6,2.0,4.2,13.0
115,Seth Curry\curryse01,SG,30,PHI,57,57,1638,5.7,12.1,.467,2.8,6.2,.450,2.9,6.0,.485,1.5,1.7,.896,0.2,2.8,3.0,3.4,1.0,0.2,1.4,2.1,15.6
116,Stephen Curry\curryst01,PG,32,GSW,63,63,2152,11.0,22.8,.482,5.6,13.4,.421,5.4,9.4,.569,6.1,6.6,.916,0.5,5.3,5.8,6.1,1.3,0.1,3.6,2.0,33.7
117,Nate Darling\darlina01,SG,22,CHO,7,0,26,2.8,9.7,.286,2.8,9.7,.286,0.0,0.0,,4.2,4.2,1.000,1.4,0.0,1.4,1.4,0.0,1.4,1.4,1.4,12.5
118,Anthony Davis\davisan02,PF,27,LAL,36,36,1162,9.3,19.0,.491,0.8,3.1,.260,8.5,15.9,.536,4.9,6.6,.738,1.9,6.9,8.9,3.4,1.4,1.8,2.3,1.9,24.4
119,Ed Davis\davised01,C,31,MIN,23,7,299,2.3,5.3,.432,0.0,0.0,,2.3,5.3,.432,1.2,1.4,.833,5.5,8.3,13.8,2.5,1.6,1.6,0.8,6.7,5.8
120,Terence Davis\daviste02,SG,23,TOT,61,4,1074,6.5,15.3,.428,3.3,8.9,.367,3.3,6.3,.513,1.5,1.8,.818,0.7,4.5,5.2,2.8,1.5,0.5,2.1,3.3,17.9
120,Terence Davis\daviste02,SG,23,TOR,34,4,493,6.4,15.3,.414,3.2,8.9,.361,3.1,6.4,.489,1.2,1.3,.889,0.7,4.2,4.8,2.7,1.2,0.5,2.1,3.5,17.1
120,Terence Davis\daviste02,SG,23,SAC,27,0,581,6.7,15.2,.439,3.3,9.0,.372,3.3,6.3,.535,1.8,2.3,.784,0.7,4.8,5.5,2.9,1.7,0.4,2.1,3.0,18.5
121,Gabriel Deck\deckga01,PF,25,OKC,10,0,212,5.4,11.4,.478,0.3,2.5,.133,5.1,8.8,.577,3.1,3.7,.818,2.7,4.1,6.8,4.1,1.4,0.0,1.0,1.5,14.3
122,Dewayne Dedmon\dedmode01,C,31,MIA,16,0,210,7.9,11.1,.708,0.2,0.9,.200,7.7,10.3,.750,3.4,4.6,.741,4.8,9.9,14.7,2.1,1.5,1.0,2.2,6.2,19.4
123,Matthew Dellavedova\dellama01,PG,30,CLE,13,1,224,2.3,9.0,.250,0.6,4.0,.160,1.6,5.0,.323,0.6,0.6,1.000,1.0,2.9,3.9,9.3,0.6,0.2,1.0,3.4,5.8
124,DeMar DeRozan\derozde01,PF,31,SAS,61,61,2056,8.0,16.1,.495,0.3,1.3,.257,7.6,14.8,.515,6.8,7.7,.880,0.7,3.8,4.5,7.4,1.0,0.3,2.1,2.2,23.0
125,Mamadi Diakite\diakima01,PF,24,MIL,14,1,141,4.1,10.2,.400,0.3,2.0,.125,3.8,8.2,.469,2.8,3.6,.786,2.0,6.6,8.7,2.0,1.8,1.5,0.8,4.1,11.2
126,Hamidou Diallo\diallha01,SG-SF,22,TOT,52,9,1226,6.6,13.8,.477,0.8,2.4,.341,5.8,11.4,.505,3.8,5.9,.640,1.7,6.3,8.0,3.0,1.2,0.7,2.2,3.9,17.7
126,Hamidou Diallo\diallha01,SG,22,OKC,32,5,761,6.8,14.0,.481,0.6,1.9,.293,6.2,12.1,.512,3.9,6.2,.629,1.8,6.1,7.8,3.6,1.5,0.6,2.3,3.9,18.0
126,Hamidou Diallo\diallha01,SF,22,DET,20,4,465,6.3,13.4,.468,1.2,3.2,.390,5.0,10.2,.492,3.5,5.3,.662,1.7,6.6,8.3,1.9,0.8,0.9,2.1,3.9,17.3
127,Gorgui Dieng\dienggo01,C,31,TOT,38,1,552,5.5,10.6,.521,2.0,4.6,.429,3.6,6.1,.591,3.8,4.4,.866,2.6,6.5,9.1,3.1,1.7,1.0,2.1,3.7,16.8
127,Gorgui Dieng\dienggo01,C,31,MEM,22,1,371,5.4,10.5,.519,2.2,4.7,.479,3.2,5.8,.550,3.7,4.2,.884,2.7,6.8,9.5,2.8,1.6,1.4,2.1,3.7,16.8
127,Gorgui Dieng\dienggo01,C,31,SAS,16,0,181,5.8,10.9,.527,1.4,4.4,.318,4.4,6.6,.667,4.0,4.8,.833,2.4,6.0,8.4,3.8,1.8,0.4,2.0,3.6,16.9
128,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,64,3.4,9.0,.375,1.1,3.9,.286,2.3,5.1,.444,3.4,3.4,1.000,0.0,7.3,7.3,5.1,1.1,0.6,2.8,2.3,11.3
129,Donte DiVincenzo\divindo01,SG,24,MIL,66,66,1814,5.0,12.0,.420,2.6,6.9,.379,2.4,5.1,.475,1.0,1.4,.718,1.6,5.9,7.5,4.0,1.4,0.3,1.8,2.2,13.7
130,Luka Dončić\doncilu01,PG,21,DAL,66,66,2262,10.3,21.5,.479,3.1,8.7,.350,7.2,12.8,.567,5.5,7.5,.730,0.9,7.5,8.4,9.0,1.0,0.6,4.5,2.4,29.1
131,Luguentz Dort\dortlu01,SG,21,OKC,52,52,1543,5.8,14.9,.387,2.6,7.7,.343,3.1,7.2,.432,2.8,3.8,.744,0.9,3.5,4.4,2.1,1.0,0.4,1.8,3.1,17.0
132,Damyean Dotson\dotsoda01,SG,26,CLE,46,7,907,4.7,11.6,.406,1.8,6.3,.289,2.9,5.3,.545,1.0,1.4,.667,0.2,3.5,3.7,3.6,0.6,0.2,1.7,1.7,12.2
133,Devon Dotson\dotsode01,PG,21,CHI,11,0,50,7.9,15.1,.524,0.7,5.0,.143,7.2,10.1,.714,0.0,0.0,,1.4,2.2,3.6,5.0,2.9,0.0,0.0,2.2,16.6
134,Sekou Doumbouya\doumbse01,PF,20,DET,56,11,869,4.4,11.7,.379,1.1,4.8,.226,3.4,6.9,.485,1.9,2.7,.703,1.6,4.3,5.9,1.9,1.0,0.4,1.8,3.9,11.8
135,PJ Dozier\doziepj01,SG,24,DEN,50,6,1088,4.9,11.7,.417,1.6,4.9,.315,3.3,6.8,.490,1.4,2.2,.636,1.2,4.9,6.0,3.0,1.0,0.7,1.5,2.8,12.7
136,Goran Dragić\dragigo01,PG,34,MIA,50,11,1337,6.5,14.9,.432,2.5,6.6,.373,4.0,8.4,.479,2.7,3.3,.828,0.7,3.9,4.6,5.9,0.9,0.2,3.2,3.0,18.1
137,Andre Drummond\drumman01,C,27,TOT,46,46,1242,8.2,16.6,.493,0.0,0.2,.000,8.2,16.3,.500,3.6,5.9,.600,4.8,11.2,16.0,2.7,1.8,1.4,3.6,4.3,19.9
137,Andre Drummond\drumman01,C,27,CLE,25,25,722,9.0,18.9,.474,0.0,0.4,.000,9.0,18.5,.484,3.8,6.4,.597,5.0,11.8,16.8,3.2,2.0,1.4,4.0,3.4,21.8
137,Andre Drummond\drumman01,C,27,LAL,21,21,520,7.1,13.3,.531,0.0,0.0,,7.1,13.3,.531,3.2,5.3,.605,4.5,10.3,14.8,2.1,1.6,1.4,3.0,5.5,17.3
138,Jared Dudley\dudleja01,PF,35,LAL,12,0,81,0.9,4.0,.222,0.9,2.7,.333,0.0,1.3,.000,0.0,0.0,,1.8,7.6,9.3,2.2,0.4,0.4,0.9,3.1,2.7
139,Kris Dunn\dunnkr01,PG,26,ATL,4,0,45,0.8,9.6,.083,0.0,1.6,.000,0.8,8.0,.100,2.4,3.2,.750,0.0,4.8,4.8,1.6,1.6,1.6,2.4,8.0,4.0
140,Kevin Durant\duranke01,PF,32,BRK,35,32,1157,10.1,18.8,.537,2.6,5.9,.450,7.4,12.9,.577,6.5,7.4,.882,0.4,7.3,7.7,6.1,0.8,1.4,3.7,2.2,29.3
141,Anthony Edwards\edwaran01,SG,19,MIN,72,55,2314,7.9,18.8,.417,2.7,8.1,.329,5.2,10.8,.483,3.3,4.2,.776,0.9,4.3,5.2,3.3,1.3,0.6,2.5,2.0,21.7
142,Carsen Edwards\edwarca01,SG,22,BOS,31,1,276,6.1,14.5,.423,2.3,8.2,.286,3.8,6.3,.604,1.4,1.7,.846,0.4,3.0,3.4,1.8,0.9,0.1,0.9,3.3,16.0
143,CJ Elleby\ellebcj01,SF,20,POR,30,0,192,4.7,12.4,.379,1.3,6.4,.206,3.4,6.0,.563,2.1,2.8,.733,2.1,3.9,6.0,1.9,1.1,0.6,0.9,5.1,12.7
144,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,38,4.7,13.3,.357,1.9,8.5,.222,2.8,4.7,.600,2.8,3.8,.750,2.8,8.5,11.4,4.7,0.0,0.0,0.0,6.6,14.2
145,Wayne Ellington\ellinwa01,SG,33,DET,46,31,1012,5.3,12.0,.441,4.1,9.8,.422,1.2,2.2,.524,1.0,1.2,.800,0.4,2.6,3.0,2.4,0.6,0.3,1.2,2.1,15.7
146,Joel Embiid\embiijo01,C,26,PHI,51,51,1585,10.5,20.4,.513,1.3,3.5,.377,9.2,16.9,.541,10.7,12.4,.859,2.6,9.7,12.2,3.3,1.1,1.6,3.6,2.8,33.0
147,James Ennis III\ennisja01,SF,30,ORL,41,37,986,4.2,8.9,.473,1.6,3.8,.433,2.6,5.1,.504,2.6,3.2,.805,1.6,4.5,6.1,2.3,1.2,0.3,1.3,3.1,12.6
148,Drew Eubanks\eubandr01,C,23,SAS,54,3,755,5.5,9.8,.566,0.1,0.1,1.000,5.4,9.7,.562,3.7,5.1,.726,3.5,8.0,11.5,2.0,0.9,2.3,2.1,4.2,14.8
149,Dante Exum\exumda01,SG,25,CLE,6,3,116,3.1,8.1,.385,0.6,3.4,.182,2.5,4.7,.533,0.3,0.6,.500,0.6,4.7,5.3,4.0,1.2,0.6,2.2,2.8,7.1
150,Tacko Fall\fallta01,C,25,BOS,19,0,136,5.6,7.7,.724,0.0,0.0,,5.6,7.7,.724,1.3,4.0,.333,4.2,9.5,13.8,0.8,0.3,5.3,1.6,5.8,12.4
151,Derrick Favors\favorde01,C,29,UTA,68,0,1039,5.4,8.4,.638,0.0,0.1,.000,5.4,8.4,.643,2.0,2.8,.738,4.8,8.2,13.0,1.5,1.1,2.4,1.2,5.0,12.8
152,Cristiano Felício\feliccr01,C,28,CHI,18,0,84,3.0,5.6,.538,0.0,0.9,.000,3.0,4.7,.636,3.9,6.9,.563,4.3,6.9,11.1,3.9,1.7,0.0,1.7,4.3,9.9
153,Terrance Ferguson\fergute01,SG,22,PHI,13,0,49,0.7,5.1,.143,0.0,3.7,.000,0.7,1.5,.500,0.0,0.0,,0.0,0.7,0.7,1.5,0.7,0.0,2.9,5.1,1.5
154,Bruno Fernando\fernabr01,C,22,ATL,33,0,226,2.9,7.0,.409,0.0,0.3,.000,2.9,6.7,.429,2.4,3.5,.682,2.5,9.9,12.4,1.6,0.6,0.5,3.3,3.7,8.1
155,Yogi Ferrell\ferreyo01,PG,27,TOT,10,0,136,5.3,15.1,.351,2.4,7.4,.321,2.9,7.7,.379,1.9,2.4,.778,1.3,3.7,5.0,5.8,1.9,0.8,0.8,2.9,14.8
155,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,40,7.2,18.9,.381,2.7,8.1,.333,4.5,10.8,.417,0.0,1.8,.000,2.7,3.6,6.3,4.5,2.7,0.9,2.7,3.6,17.1
155,Yogi Ferrell\ferreyo01,PG,27,LAC,8,0,96,4.5,13.5,.333,2.3,7.1,.316,2.3,6.4,.353,2.6,2.6,1.000,0.7,3.7,4.5,6.4,1.5,0.7,0.0,2.6,13.9
156,Dorian Finney-Smith\finnedo01,PF,27,DAL,60,60,1921,4.1,8.7,.472,2.2,5.7,.394,1.9,3.1,.616,0.6,0.8,.756,1.8,4.3,6.1,1.9,1.0,0.5,0.9,2.6,11.1
157,Malik Fitts\fittsma01,PF,23,LAC,3,0,11,3.3,9.8,.333,3.3,6.5,.500,0.0,3.3,.000,0.0,0.0,,0.0,9.8,9.8,0.0,0.0,0.0,0.0,9.8,9.8
158,Malachi Flynn\flynnma01,PG,22,TOR,47,14,928,4.9,13.2,.374,2.1,6.5,.321,2.8,6.7,.424,1.7,2.2,.804,0.4,4.1,4.5,5.3,1.5,0.3,1.7,2.6,13.7
159,Bryn Forbes\forbebr01,SG,27,MIL,70,10,1354,6.6,14.1,.473,4.1,9.1,.452,2.6,5.0,.511,1.2,1.6,.770,0.3,2.7,3.0,1.2,0.6,0.0,1.2,2.0,18.6
160,Trent Forrest\forretr01,PG,22,UTA,30,0,302,3.8,8.5,.451,0.6,3.1,.192,3.2,5.4,.600,2.3,2.3,1.000,1.3,3.9,5.2,5.4,1.1,0.5,2.5,2.6,10.5
161,Evan Fournier\fournev01,SF-SG,28,TOT,42,36,1259,7.1,15.5,.457,3.3,8.1,.413,3.7,7.4,.504,3.1,3.9,.788,0.3,3.4,3.7,4.1,1.3,0.5,2.1,2.7,20.6
161,Evan Fournier\fournev01,SF,28,ORL,26,26,787,7.8,16.9,.461,3.3,8.6,.388,4.4,8.3,.536,4.5,5.6,.797,0.2,3.2,3.4,4.3,1.2,0.4,2.5,2.5,23.4
161,Evan Fournier\fournev01,SG,28,BOS,16,10,472,5.9,13.1,.448,3.4,7.2,.463,2.5,5.9,.429,0.8,1.1,.714,0.4,3.7,4.0,3.7,1.5,0.8,1.4,3.1,15.9
162,De'Aaron Fox\foxde01,PG,23,SAC,58,58,2036,9.4,19.6,.477,1.8,5.7,.322,7.5,14.0,.539,5.3,7.4,.719,0.6,3.0,3.6,7.4,1.5,0.5,3.1,3.0,25.8
163,Robert Franks\frankro01,PF,24,ORL,7,0,101,4.6,10.0,.464,1.8,5.3,.333,2.9,4.6,.615,4.3,4.6,.923,2.1,2.9,5.0,1.8,1.1,1.1,0.7,2.9,15.3
164,Tim Frazier\fraziti01,PG,30,MEM,5,0,62,1.7,11.6,.150,0.0,4.6,.000,1.7,7.0,.250,1.2,3.5,.333,0.0,4.6,4.6,9.3,1.2,0.6,2.3,4.1,4.6
165,Enes Freedom\kanteen01,C,28,POR,72,35,1758,6.9,11.5,.604,0.0,0.1,.250,6.9,11.4,.607,2.6,3.4,.774,5.8,10.5,16.3,1.7,0.7,1.0,1.6,3.4,16.5
166,Markelle Fultz\fultzma01,PG,22,ORL,8,8,215,6.9,17.4,.394,0.7,2.7,.250,6.2,14.7,.420,2.8,3.2,.895,0.8,3.3,4.2,7.2,1.3,0.3,3.0,3.0,17.2
